state,time,candidate,votes,share,text
NC,2020-11-04T01:53:01Z,Biden,2148418,0.52,"NC Presidential Election Results

Biden (D): 52% (2,148,418 votes)
Trump (R): 47% (1,927,790 votes)

Estimated: 74-87% votes in

More results here: https://t.co/mMSMwaoZxw"
NC,2020-11-04T01:53:01Z,Trump,1927790,0.47,"NC Presidential Election Results

Biden (D): 52% (2,148,418 votes)
Trump (R): 47% (1,927,790 votes)

Estimated: 74-87% votes in

More results here: https://t.co/mMSMwaoZxw"
TX,2020-11-04T01:52:03Z,Biden,3416033,0.52,"TX Presidential Election Results

Biden (D): 52% (3,416,033 votes)
Trump (R): 47% (3,102,774 votes)

Estimated: 56-71% votes in

More results here: https://t.co/hOnKMO4RDl"
TX,2020-11-04T01:52:03Z,Trump,3102774,0.47,"TX Presidential Election Results

Biden (D): 52% (3,416,033 votes)
Trump (R): 47% (3,102,774 votes)

Estimated: 56-71% votes in

More results here: https://t.co/hOnKMO4RDl"
GA,2020-11-04T01:48:01Z,Trump,474909,0.55,"GA Presidential Election Results

Trump (R): 55% (474,909 votes)
Biden (D): 43% (365,010 votes)

Estimated: 17-21% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-04T01:48:01Z,Biden,365010,0.43,"GA Presidential Election Results

Trump (R): 55% (474,909 votes)
Biden (D): 43% (365,010 votes)

Estimated: 17-21% votes in

More results here: https://t.co/xlHf7GZUxJ"
PA,2020-11-04T01:33:22Z,Biden,295055,0.83,"PA Presidential Election Results

Biden (D): 83% (295,055 votes)
Trump (R): 16% (58,172 votes)

Estimated: 5-6% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-04T01:33:22Z,Trump,58172,0.16,"PA Presidential Election Results

Biden (D): 83% (295,055 votes)
Trump (R): 16% (58,172 votes)

Estimated: 5-6% votes in

More results here: https://t.co/BgcQsEyt3j"
TX,2020-11-04T01:29:18Z,Biden,3204472,0.54,"TX Presidential Election Results

Biden (D): 54% (3,204,472 votes)
Trump (R): 44% (2,621,336 votes)

Estimated: 50-64% votes in

More results here: https://t.co/hOnKMO4RDl"
TX,2020-11-04T01:29:18Z,Trump,2621336,0.44,"TX Presidential Election Results

Biden (D): 54% (3,204,472 votes)
Trump (R): 44% (2,621,336 votes)

Estimated: 50-64% votes in

More results here: https://t.co/hOnKMO4RDl"
GA,2020-11-04T01:24:26Z,Trump,456152,0.55,"GA Presidential Election Results

Trump (R): 55% (456,152 votes)
Biden (D): 44% (362,399 votes)

Estimated: 16-20% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-04T01:24:26Z,Biden,362399,0.44,"GA Presidential Election Results

Trump (R): 55% (456,152 votes)
Biden (D): 44% (362,399 votes)

Estimated: 16-20% votes in

More results here: https://t.co/xlHf7GZUxJ"
NC,2020-11-04T01:22:31Z,Biden,1509513,0.56,"NC Presidential Election Results

Biden (D): 56% (1,509,513 votes)
Trump (R): 43% (1,149,407 votes)

Estimated: 48-56% votes in

More results here: https://t.co/mMSMwaoZxw"
NC,2020-11-04T01:22:31Z,Trump,1149407,0.43,"NC Presidential Election Results

Biden (D): 56% (1,509,513 votes)
Trump (R): 43% (1,149,407 votes)

Estimated: 48-56% votes in

More results here: https://t.co/mMSMwaoZxw"
TX,2020-11-04T01:20:20Z,Trump,2225628,0.5,"TX Presidential Election Results

Trump (R): 50% (2,225,628 votes)
Biden (D): 49% (2,186,344 votes)

Estimated: 38-48% votes in

More results here: https://t.co/hOnKMO4RDl"
TX,2020-11-04T01:20:20Z,Biden,2186344,0.49,"TX Presidential Election Results

Trump (R): 50% (2,225,628 votes)
Biden (D): 49% (2,186,344 votes)

Estimated: 38-48% votes in

More results here: https://t.co/hOnKMO4RDl"
OH,2020-11-04T01:15:51Z,Biden,1414724,0.56,"OH Presidential Election Results

Biden (D): 56% (1,414,724 votes)
Trump (R): 42% (1,064,114 votes)

Estimated: 41-49% votes in

More results here: https://t.co/dmd6wmGl3z"
OH,2020-11-04T01:15:51Z,Trump,1064114,0.42,"OH Presidential Election Results

Biden (D): 56% (1,414,724 votes)
Trump (R): 42% (1,064,114 votes)

Estimated: 41-49% votes in

More results here: https://t.co/dmd6wmGl3z"
SC,2020-11-04T01:00:07Z,Biden,46244,0.58,"SC Presidential Election Results

Biden (D): 58% (46,244 votes)
Trump (R): 41% (32,198 votes)

Estimated: 3-4% votes in

More results here: https://t.co/Zyu1sHn8HZ"
SC,2020-11-04T01:00:07Z,Trump,32198,0.41,"SC Presidential Election Results

Biden (D): 58% (46,244 votes)
Trump (R): 41% (32,198 votes)

Estimated: 3-4% votes in

More results here: https://t.co/Zyu1sHn8HZ"
FL,2020-11-04T00:51:07Z,Biden,4686428,0.5,"FL Presidential Election Results

Biden (D): 50% (4,686,428 votes)
Trump (R): 49% (4,593,279 votes)

Estimated: 83-97% votes in

More results here: https://t.co/6GfosqGUrH"
FL,2020-11-04T00:51:07Z,Trump,4593279,0.49,"FL Presidential Election Results

Biden (D): 50% (4,686,428 votes)
Trump (R): 49% (4,593,279 votes)

Estimated: 83-97% votes in

More results here: https://t.co/6GfosqGUrH"
IN,2020-11-04T00:45:51Z,Trump,223874,0.55,"IN Presidential Election Results

Trump (R): 55% (223,874 votes)
Biden (D): 43% (173,161 votes)

Estimated: 13-16% votes in

More results here: https://t.co/T38wP4qfHU"
IN,2020-11-04T00:45:51Z,Biden,173161,0.43,"IN Presidential Election Results

Trump (R): 55% (223,874 votes)
Biden (D): 43% (173,161 votes)

Estimated: 13-16% votes in

More results here: https://t.co/T38wP4qfHU"
OH,2020-11-04T00:44:15Z,Biden,331512,0.68,"OH Presidential Election Results

Biden (D): 68% (331,512 votes)
Trump (R): 30% (147,245 votes)

Estimated: 8-9% votes in

More results here: https://t.co/dmd6wmGl3z"
OH,2020-11-04T00:44:15Z,Trump,147245,0.3,"OH Presidential Election Results

Biden (D): 68% (331,512 votes)
Trump (R): 30% (147,245 votes)

Estimated: 8-9% votes in

More results here: https://t.co/dmd6wmGl3z"
FL,2020-11-04T00:38:51Z,Biden,4420586,0.51,"FL Presidential Election Results

Biden (D): 51% (4,420,586 votes)
Trump (R): 48% (4,146,670 votes)

Estimated: 76-89% votes in

More results here: https://t.co/6GfosqGUrH"
FL,2020-11-04T00:38:51Z,Trump,4146670,0.48,"FL Presidential Election Results

Biden (D): 51% (4,420,586 votes)
Trump (R): 48% (4,146,670 votes)

Estimated: 76-89% votes in

More results here: https://t.co/6GfosqGUrH"
GA,2020-11-04T00:33:05Z,Biden,112723,0.54,"GA Presidential Election Results

Biden (D): 54% (112,723 votes)
Trump (R): 45% (95,367 votes)

Estimated: 4-5% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-04T00:33:05Z,Trump,95367,0.45,"GA Presidential Election Results

Biden (D): 54% (112,723 votes)
Trump (R): 45% (95,367 votes)

Estimated: 4-5% votes in

More results here: https://t.co/xlHf7GZUxJ"
FL,2020-11-04T00:32:21Z,Biden,3896932,0.51,"FL Presidential Election Results

Biden (D): 51% (3,896,932 votes)
Trump (R): 48% (3,620,652 votes)

Estimated: 67-78% votes in

More results here: https://t.co/6GfosqGUrH"
FL,2020-11-04T00:32:21Z,Trump,3620652,0.48,"FL Presidential Election Results

Biden (D): 51% (3,896,932 votes)
Trump (R): 48% (3,620,652 votes)

Estimated: 67-78% votes in

More results here: https://t.co/6GfosqGUrH"
FL,2020-11-04T00:27:53Z,Biden,3341814,0.51,"FL Presidential Election Results

Biden (D): 51% (3,341,814 votes)
Trump (R): 48% (3,107,358 votes)

Estimated: 57-67% votes in

More results here: https://t.co/6GfosqGUrH"
FL,2020-11-04T00:27:53Z,Trump,3107358,0.48,"FL Presidential Election Results

Biden (D): 51% (3,341,814 votes)
Trump (R): 48% (3,107,358 votes)

Estimated: 57-67% votes in

More results here: https://t.co/6GfosqGUrH"
GA,2020-11-04T00:21:51Z,Biden,95848,0.56,"GA Presidential Election Results

Biden (D): 56% (95,848 votes)
Trump (R): 43% (73,783 votes)

Estimated: 3-4% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-04T00:21:51Z,Trump,73783,0.43,"GA Presidential Election Results

Biden (D): 56% (95,848 votes)
Trump (R): 43% (73,783 votes)

Estimated: 3-4% votes in

More results here: https://t.co/xlHf7GZUxJ"
FL,2020-11-04T00:15:57Z,Biden,2527643,0.52,"FL Presidential Election Results

Biden (D): 52% (2,527,643 votes)
Trump (R): 47% (2,270,670 votes)

Estimated: 43-50% votes in

More results here: https://t.co/6GfosqGUrH"
FL,2020-11-04T00:15:57Z,Trump,2270670,0.47,"FL Presidential Election Results

Biden (D): 52% (2,527,643 votes)
Trump (R): 47% (2,270,670 votes)

Estimated: 43-50% votes in

More results here: https://t.co/6GfosqGUrH"
FL,2020-11-04T00:07:31Z,Biden,1190962,0.55,"FL Presidential Election Results

Biden (D): 55% (1,190,962 votes)
Trump (R): 45% (978,747 votes)

Estimated: 19-23% votes in

More results here: https://t.co/6GfosqGUrH"
FL,2020-11-04T00:07:31Z,Trump,978747,0.45,"FL Presidential Election Results

Biden (D): 55% (1,190,962 votes)
Trump (R): 45% (978,747 votes)

Estimated: 19-23% votes in

More results here: https://t.co/6GfosqGUrH"
IN,2020-11-03T23:58:06Z,Trump,92384,0.62,"IN Presidential Election Results

Trump (R): 62% (92,384 votes)
Biden (D): 37% (54,760 votes)

Estimated: 5-6% votes in

More results here: https://t.co/T38wP4qfHU"
IN,2020-11-03T23:58:06Z,Biden,54760,0.37,"IN Presidential Election Results

Trump (R): 62% (92,384 votes)
Biden (D): 37% (54,760 votes)

Estimated: 5-6% votes in

More results here: https://t.co/T38wP4qfHU"
KY,2020-11-03T23:41:53Z,Biden,86126,0.65,"KY Presidential Election Results

Biden (D): 65% (86,126 votes)
Trump (R): 33% (43,086 votes)

Estimated: 6-7% votes in

More results here: https://t.co/AJ7govUYwg"
KY,2020-11-03T23:41:53Z,Trump,43086,0.33,"KY Presidential Election Results

Biden (D): 65% (86,126 votes)
Trump (R): 33% (43,086 votes)

Estimated: 6-7% votes in

More results here: https://t.co/AJ7govUYwg"
IN,2020-11-03T23:38:24Z,Trump,25766,0.66,"IN Presidential Election Results

Trump (R): 66% (25,766 votes)
Biden (D): 32% (12,559 votes)

Estimated: 1-2% votes in

More results here: https://t.co/T38wP4qfHU"
IN,2020-11-03T23:38:24Z,Biden,12559,0.32,"IN Presidential Election Results

Trump (R): 66% (25,766 votes)
Biden (D): 32% (12,559 votes)

Estimated: 1-2% votes in

More results here: https://t.co/T38wP4qfHU"
KY,2020-11-03T23:30:11Z,Biden,68235,0.67,"KY Presidential Election Results

Biden (D): 67% (68,235 votes)
Trump (R): 31% (31,488 votes)

Estimated: 4.5-5.4% votes in

More results here: https://t.co/AJ7govUYwg"""
KY,2020-11-03T23:30:11Z,Trump,31488,0.31,"KY Presidential Election Results

Biden (D): 67% (68,235 votes)
Trump (R): 31% (31,488 votes)

Estimated: 4.5-5.4% votes in

More results here: https://t.co/AJ7govUYwg"""
IN,2020-11-03T23:23:51Z,Trump,2214,0.65,"IN Presidential Election Results

Trump (R): 65% (2,214 votes)
Biden (D): 33% (1,133 votes)

Estimated: 0.1% votes in

More results here: https://t.co/T38wP4qfHU"
IN,2020-11-03T23:23:51Z,Biden,1133,0.33,"IN Presidential Election Results

Trump (R): 65% (2,214 votes)
Biden (D): 33% (1,133 votes)

Estimated: 0.1% votes in

More results here: https://t.co/T38wP4qfHU"
NH,2020-11-03T05:29:14Z,Trump,16,0.62,"NH Presidential Election Results (Dixville &amp; Millsfield) 

Trump (R): 62% (16 votes)
Biden (D): 38% (10 votes)

More results here:  https://t.co/bzDw9IrYJM"
NH,2020-11-03T05:29:14Z,Biden,10,0.38,"NH Presidential Election Results (Dixville &amp; Millsfield) 

Trump (R): 62% (16 votes)
Biden (D): 38% (10 votes)

More results here:  https://t.co/bzDw9IrYJM"
