state,time,candidate,votes,share,text
NV,2020-11-05T17:36:04Z,Trump,592020,0.48479999999999995,"NV Presidential Election Results

Biden (D): 49.45% (603,807 votes)
Trump (R): 48.48% (592,020 votes)

More results here: https://t.co/Skqy3QUPov"
NV,2020-11-05T17:13:48Z,Biden,597353,0.495,"NV Presidential Election Results

Biden (D): 49.5% (597,353 votes)
Trump (R): 48.5% (585,311 votes)

More results here: https://t.co/Skqy3QUPov"
NV,2020-11-05T17:13:48Z,Trump,585311,0.485,"NV Presidential Election Results

Biden (D): 49.5% (597,353 votes)
Trump (R): 48.5% (585,311 votes)

More results here: https://t.co/Skqy3QUPov"
PA,2020-11-05T17:09:55Z,Trump,3228002,0.5033,"PA Presidential Election Results

Trump (R): 50.33% (3,228,002 votes)
Biden (D): 48.52% (3,111,776 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T17:09:55Z,Biden,3111776,0.4852,"PA Presidential Election Results

Trump (R): 50.33% (3,228,002 votes)
Biden (D): 48.52% (3,111,776 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
GA,2020-11-05T16:35:03Z,Trump,2434354,0.4953,"GA Presidential Election Results

Trump (R): 49.53% (2,434,354 votes)
Biden (D): 49.23% (2,419,589 votes)

Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-05T16:35:03Z,Biden,2419589,0.49229999999999996,"GA Presidential Election Results

Trump (R): 49.53% (2,434,354 votes)
Biden (D): 49.23% (2,419,589 votes)

Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
PA,2020-11-05T15:16:58Z,Trump,3224144,0.5049,"PA Presidential Election Results

Trump (R): 50.49% (3,224,144 votes)
Biden (D): 48.36% (3,088,487 votes)

Estimated: &gt; 99% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T15:16:58Z,Biden,3088487,0.4836,"PA Presidential Election Results

Trump (R): 50.49% (3,224,144 votes)
Biden (D): 48.36% (3,088,487 votes)

Estimated: &gt; 99% votes in

More results here: https://t.co/BgcQsEyt3j"
GA,2020-11-05T15:11:03Z,Trump,2432552,0.49570000000000003,"GA Presidential Election Results

Trump (R): 49.57% (2,432,552 votes)
Biden (D): 49.20% (2,413,966 votes)

Estimated: &gt; 99% votes in"
GA,2020-11-05T15:11:03Z,Biden,2413966,0.49200000000000005,"GA Presidential Election Results

Trump (R): 49.57% (2,432,552 votes)
Biden (D): 49.20% (2,413,966 votes)

Estimated: &gt; 99% votes in"
AZ,2020-11-05T14:27:59Z,Biden,1469341,0.5,"AZ Presidential Election Results

Biden (D): 50% (1,469,341 votes)
Trump (R): 48% (1,400,951 votes)

Estimated: &gt; 99% votes in

More results here: https://t.co/7CxbLsQ3gY"
AZ,2020-11-05T14:27:59Z,Trump,1400951,0.48,"AZ Presidential Election Results

Biden (D): 50% (1,469,341 votes)
Trump (R): 48% (1,400,951 votes)

Estimated: &gt; 99% votes in

More results here: https://t.co/7CxbLsQ3gY"
PA,2020-11-05T14:25:39Z,Trump,3222947,0.5,"PA Presidential Election Results

Trump (R): 50% (3,222,947 votes)
Biden (D): 48% (3,087,296 votes)

Estimated: 94.1-98.9% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T14:25:39Z,Biden,3087296,0.48,"PA Presidential Election Results

Trump (R): 50% (3,222,947 votes)
Biden (D): 48% (3,087,296 votes)

Estimated: 94.1-98.9% votes in

More results here: https://t.co/BgcQsEyt3j"
NV,2020-11-05T14:22:19Z,Biden,588252,0.49,"NV Presidential Election Results

Biden (D): 49% (588,252 votes)
Trump (R): 49% (580,605 votes)

Estimated: 87.2-99% votes in

More results here: https://t.co/Skqy3QUPov"
NV,2020-11-05T14:22:19Z,Trump,580605,0.49,"NV Presidential Election Results

Biden (D): 49% (588,252 votes)
Trump (R): 49% (580,605 votes)

Estimated: 87.2-99% votes in

More results here: https://t.co/Skqy3QUPov"
GA,2020-11-05T14:19:23Z,Trump,2432426,0.5,"GA Presidential Election Results

Trump (R): 50% (2,432,426 votes)
Biden (D): 49% (2,413,836 votes)

Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-05T14:19:23Z,Biden,2413836,0.49,"GA Presidential Election Results

Trump (R): 50% (2,432,426 votes)
Biden (D): 49% (2,413,836 votes)

Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
AZ,2020-11-05T07:57:20Z,Biden,1469341,0.5049,"AZ Presidential Election Results

Biden (D): 50.49% (1,469,341 votes)
Trump (R): 48.14% (1,400,951 votes)

More results here:  https://t.co/7CxbLsQ3gY"
AZ,2020-11-05T07:57:20Z,Trump,1400951,0.4814,"AZ Presidential Election Results

Biden (D): 50.49% (1,469,341 votes)
Trump (R): 48.14% (1,400,951 votes)

More results here:  https://t.co/7CxbLsQ3gY"
PA,2020-11-05T06:46:18Z,Trump,3220597,0.5063,"PA Presidential Election Results

Trump (R): 50.63% (3,220,597 votes)
Biden (D): 48.22% (3,067,410 votes)

Estimated: 91-99% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T06:46:18Z,Biden,3067410,0.48219999999999996,"PA Presidential Election Results

Trump (R): 50.63% (3,220,597 votes)
Biden (D): 48.22% (3,067,410 votes)

Estimated: 91-99% votes in

More results here: https://t.co/BgcQsEyt3j"
GA,2020-11-05T06:19:40Z,Trump,2429783,0.4962,"GA Presidential Election Results

Trump (R): 49.62% (2,429,783 votes)
Biden (D): 49.15% (2,406,774 votes)

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-05T06:19:40Z,Biden,2406774,0.4915,"GA Presidential Election Results

Trump (R): 49.62% (2,429,783 votes)
Biden (D): 49.15% (2,406,774 votes)

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-05T05:29:34Z,Trump,2428517,0.4965,"GA Presidential Election Results

Trump (R): 49.65% (2,428,517 votes)
Biden (D): 49.12% (2,402,475 votes)

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-05T05:29:34Z,Biden,2402475,0.49119999999999997,"GA Presidential Election Results

Trump (R): 49.65% (2,428,517 votes)
Biden (D): 49.12% (2,402,475 votes)

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-05T04:26:03Z,Trump,2427852,0.4968,"GA Presidential Election Results

Trump (R): 49.68% (2,427,852 votes)
Biden (D): 49.09% (2,398,889 votes)

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-05T04:26:03Z,Biden,2398889,0.49090000000000006,"GA Presidential Election Results

Trump (R): 49.68% (2,427,852 votes)
Biden (D): 49.09% (2,398,889 votes)

More results here: https://t.co/xlHf7GZUxJ"
PA,2020-11-05T04:06:49Z,Trump,3212786,0.5074000000000001,"PA Presidential Election Results

Trump (R): 50.74% (3,212,786 votes)
Biden (D): 48.11% (3,046,640 votes)

Estimated: 91-98% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T04:06:49Z,Biden,3046640,0.48109999999999997,"PA Presidential Election Results

Trump (R): 50.74% (3,212,786 votes)
Biden (D): 48.11% (3,046,640 votes)

Estimated: 91-98% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T03:38:37Z,Trump,3209906,0.5075,"PA Presidential Election Results

Trump (R): 50.75% (3,209,906 votes)
Biden (D): 48.10% (3,042,106 votes)

Estimated: 91-98% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T03:38:37Z,Biden,3042106,0.48100000000000004,"PA Presidential Election Results

Trump (R): 50.75% (3,209,906 votes)
Biden (D): 48.10% (3,042,106 votes)

Estimated: 91-98% votes in

More results here: https://t.co/BgcQsEyt3j"
GA,2020-11-05T03:23:17Z,Trump,2426877,0.4971,"GA Presidential Election Results

Trump (R): 49.71% (2,426,877 votes)
Biden (D): 49.06% (2,395,129 votes)

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-05T03:23:17Z,Biden,2395129,0.49060000000000004,"GA Presidential Election Results

Trump (R): 49.71% (2,426,877 votes)
Biden (D): 49.06% (2,395,129 votes)

More results here: https://t.co/xlHf7GZUxJ"
PA,2020-11-05T03:22:20Z,Trump,3199799,0.5093,"PA Presidential Election Results

Trump (R): 50.93% (3,199,799 votes)
Biden (D): 47.92% (3,011,236 votes)

Estimated: 90-97% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T03:22:20Z,Biden,3011236,0.4792,"PA Presidential Election Results

Trump (R): 50.93% (3,199,799 votes)
Biden (D): 47.92% (3,011,236 votes)

Estimated: 90-97% votes in

More results here: https://t.co/BgcQsEyt3j"
GA,2020-11-05T02:51:49Z,Trump,2424820,0.49729999999999996,"GA Presidential Election Results

Trump (R): 49.73% (2,424,820 votes)
Biden (D): 49.04% (2,387,498 votes)

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-05T02:51:49Z,Biden,2387498,0.4904,"GA Presidential Election Results

Trump (R): 49.73% (2,424,820 votes)
Biden (D): 49.04% (2,387,498 votes)

More results here: https://t.co/xlHf7GZUxJ"
PA,2020-11-05T02:13:43Z,Trump,3198358,0.5096,"PA Presidential Election Results

Trump (R): 50.96% (3,198,358 votes)
Biden (D): 47.89% (3,006,041 votes)

Estimated: 90-97% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T02:13:43Z,Biden,3006041,0.4789,"PA Presidential Election Results

Trump (R): 50.96% (3,198,358 votes)
Biden (D): 47.89% (3,006,041 votes)

Estimated: 90-97% votes in

More results here: https://t.co/BgcQsEyt3j"
AZ,2020-11-05T02:06:03Z,Biden,1444213,0.5071,"AZ Presidential Election Results

Biden (D): 50.71% (1,444,213 votes)
Trump (R): 47.93% (1,365,040 votes)

More results here: https://t.co/7CxbLsQ3gY"
AZ,2020-11-05T02:06:03Z,Trump,1365040,0.4793,"AZ Presidential Election Results

Biden (D): 50.71% (1,444,213 votes)
Trump (R): 47.93% (1,365,040 votes)

More results here: https://t.co/7CxbLsQ3gY"
GA,2020-11-05T01:26:54Z,Trump,2424317,0.4978,"GA Presidential Election Results

Trump (R): 49.78% (2,424,317 votes)
Biden (D): 48.99% (2,386,174 votes)

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-05T01:26:54Z,Biden,2386174,0.4899,"GA Presidential Election Results

Trump (R): 49.78% (2,424,317 votes)
Biden (D): 48.99% (2,386,174 votes)

More results here: https://t.co/xlHf7GZUxJ"
PA,2020-11-05T01:26:06Z,Trump,3192135,0.5102,"PA Presidential Election Results

Trump (R): 51.02% (3,192,135 votes)
Biden (D): 47.83% (2,992,661 votes)

Estimated: 90-97% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T01:26:06Z,Biden,2992661,0.4783,"PA Presidential Election Results

Trump (R): 51.02% (3,192,135 votes)
Biden (D): 47.83% (2,992,661 votes)

Estimated: 90-97% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T00:59:32Z,Trump,3187941,0.5109,"PA Presidential Election Results

Trump (R): 51.09% (3,187,941 votes)
Biden (D): 47.76% (2,980,639 votes)

Estimated: 89-97% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T00:59:32Z,Biden,2980639,0.47759999999999997,"PA Presidential Election Results

Trump (R): 51.09% (3,187,941 votes)
Biden (D): 47.76% (2,980,639 votes)

Estimated: 89-97% votes in

More results here: https://t.co/BgcQsEyt3j"
GA,2020-11-05T00:57:33Z,Trump,2420229,0.4984,"GA Presidential Election Results

Trump (R): 49.84% (2,420,229 votes)
Biden (D): 48.93% (2,375,962 votes)

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-05T00:57:33Z,Biden,2375962,0.4893,"GA Presidential Election Results

Trump (R): 49.84% (2,420,229 votes)
Biden (D): 48.93% (2,375,962 votes)

More results here: https://t.co/xlHf7GZUxJ"
PA,2020-11-05T00:36:44Z,Trump,3179356,0.5123,"PA Presidential Election Results

Trump (R): 51.23% (3,179,356 votes)
Biden (D): 47.62% (2,955,209 votes)

Estimated: 89-96% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T00:36:44Z,Biden,2955209,0.47619999999999996,"PA Presidential Election Results

Trump (R): 51.23% (3,179,356 votes)
Biden (D): 47.62% (2,955,209 votes)

Estimated: 89-96% votes in

More results here: https://t.co/BgcQsEyt3j"
GA,2020-11-05T00:13:51Z,Trump,2415857,0.4986,"GA Presidential Election Results

Trump (R): 49.86% (2,415,857 votes)
Biden (D): 48.92% (2,370,420 votes)

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-05T00:13:51Z,Biden,2370420,0.4892,"GA Presidential Election Results

Trump (R): 49.86% (2,415,857 votes)
Biden (D): 48.92% (2,370,420 votes)

More results here: https://t.co/xlHf7GZUxJ"
PA,2020-11-05T00:09:57Z,Trump,3163104,0.5136999999999999,"PA Presidential Election Results

Trump (R): 51.37% (3,163,104 votes)
Biden (D): 47.48% (2,923,583 votes)

Estimated: 88-95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T00:09:57Z,Biden,2923583,0.47479999999999994,"PA Presidential Election Results

Trump (R): 51.37% (3,163,104 votes)
Biden (D): 47.48% (2,923,583 votes)

Estimated: 88-95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-04T23:46:36Z,Trump,3153988,0.5155,"PA Presidential Election Results

Trump (R): 51.55% (3,153,988 votes)
Biden (D): 47.30% (2,894,382 votes)

Estimated: 88-95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-04T23:46:36Z,Biden,2894382,0.473,"PA Presidential Election Results

Trump (R): 51.55% (3,153,988 votes)
Biden (D): 47.30% (2,894,382 votes)

Estimated: 88-95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-04T23:23:09Z,Trump,3151016,0.5155,"PA Presidential Election Results

Trump (R): 51.55% (3,151,016 votes)
Biden (D): 47.30% (2,890,890 votes)

Estimated: 87-95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-04T23:23:09Z,Biden,2890890,0.473,"PA Presidential Election Results

Trump (R): 51.55% (3,151,016 votes)
Biden (D): 47.30% (2,890,890 votes)

Estimated: 87-95% votes in

More results here: https://t.co/BgcQsEyt3j"
GA,2020-11-04T23:14:51Z,Trump,2411910,0.4997,"GA Presidential Election Results

Trump (R): 49.97% (2,411,910 votes)
Biden (D): 48.81% (2,356,318 votes)

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-04T23:14:51Z,Biden,2356318,0.48810000000000003,"GA Presidential Election Results

Trump (R): 49.97% (2,411,910 votes)
Biden (D): 48.81% (2,356,318 votes)

More results here: https://t.co/xlHf7GZUxJ"
PA,2020-11-04T23:00:20Z,Trump,3140958,0.5171,"PA Presidential Election Results

Trump (R): 51.71% (3,140,958 votes)
Biden (D): 47.14% (2,863,576 votes)

Estimated: 87-94% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-04T23:00:20Z,Biden,2863576,0.4714,"PA Presidential Election Results

Trump (R): 51.71% (3,140,958 votes)
Biden (D): 47.14% (2,863,576 votes)

Estimated: 87-94% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-04T22:51:08Z,Trump,3130066,0.5184000000000001,"PA Presidential Election Results

Trump (R): 51.84% (3,130,066 votes)
Biden (D): 47.01% (2,824,935 votes)

Estimated: 86-93% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-04T22:51:08Z,Biden,2824935,0.47009999999999996,"PA Presidential Election Results

Trump (R): 51.84% (3,130,066 votes)
Biden (D): 47.01% (2,824,935 votes)

Estimated: 86-93% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-04T22:38:50Z,Trump,3124716,0.5199,"PA Presidential Election Results

Trump (R): 51.99% (3,124,716 votes)
Biden (D): 46.86% (2,816,623 votes)

Estimated: 86-93% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-04T22:38:50Z,Biden,2816623,0.4686,"PA Presidential Election Results

Trump (R): 51.99% (3,124,716 votes)
Biden (D): 46.86% (2,816,623 votes)

Estimated: 86-93% votes in

More results here: https://t.co/BgcQsEyt3j"
GA,2020-11-04T22:34:07Z,Trump,2404111,0.5,"GA Presidential Election Results

Trump (R): 50.00% (2,404,111 votes)
Biden (D): 48.78% (2,345,578 votes)

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-04T22:34:07Z,Biden,2345578,0.4878,"GA Presidential Election Results

Trump (R): 50.00% (2,404,111 votes)
Biden (D): 48.78% (2,345,578 votes)

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-04T22:15:10Z,Trump,2402137,0.5,"GA Presidential Election Results

Trump (R): 50% (2,402,137 votes)
Biden (D): 49% (2,338,151 votes)

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-04T22:15:10Z,Biden,2338151,0.49,"GA Presidential Election Results

Trump (R): 50% (2,402,137 votes)
Biden (D): 49% (2,338,151 votes)

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-04T21:43:16Z,Trump,2400388,0.5,"GA Presidential Election Results

Trump (R): 50% (2,400,388 votes)
Biden (D): 49% (2,334,333 votes)

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-04T21:43:16Z,Biden,2334333,0.49,"GA Presidential Election Results

Trump (R): 50% (2,400,388 votes)
Biden (D): 49% (2,334,333 votes)

More results here: https://t.co/xlHf7GZUxJ"
PA,2020-11-04T21:40:50Z,Trump,3120502,0.52,"PA Presidential Election Results

Trump (R): 52% (3,120,502 votes)
Biden (D): 47% (2,806,905 votes)

Estimated: 86-93% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-04T21:40:50Z,Biden,2806905,0.47,"PA Presidential Election Results

Trump (R): 52% (3,120,502 votes)
Biden (D): 47% (2,806,905 votes)

Estimated: 86-93% votes in

More results here: https://t.co/BgcQsEyt3j"
GA,2020-11-04T21:35:50Z,Trump,2396777,0.5,"GA Presidential Election Results

Trump (R): 50% (2,396,777 votes)
Biden (D): 49% (2,321,483 votes)

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-04T21:35:50Z,Biden,2321483,0.49,"GA Presidential Election Results

Trump (R): 50% (2,396,777 votes)
Biden (D): 49% (2,321,483 votes)

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-04T20:25:21Z,Trump,2391491,0.5,"GA Presidential Election Results

Trump (R): 50% (2,391,491 votes)
Biden (D): 49% (2,314,960 votes)

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-04T20:25:21Z,Biden,2314960,0.49,"GA Presidential Election Results

Trump (R): 50% (2,391,491 votes)
Biden (D): 49% (2,314,960 votes)

More results here: https://t.co/xlHf7GZUxJ"
MI,2020-11-04T18:02:40Z,Biden,2631429,0.5,"MI Presidential Election Results

Biden (D): 50% (2,631,429 votes)
Trump (R): 49% (2,584,477 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/P8otcaDgvj"
MI,2020-11-04T18:02:40Z,Trump,2584477,0.49,"MI Presidential Election Results

Biden (D): 50% (2,631,429 votes)
Trump (R): 49% (2,584,477 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/P8otcaDgvj"
MI,2020-11-04T17:43:36Z,Biden,2623211,0.5,"MI Presidential Election Results

Biden (D): 50% (2,623,211 votes)
Trump (R): 49% (2,575,468 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/P8otcaDgvj"
MI,2020-11-04T17:43:36Z,Trump,2575468,0.49,"MI Presidential Election Results

Biden (D): 50% (2,623,211 votes)
Trump (R): 49% (2,575,468 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/P8otcaDgvj"
MI,2020-11-04T16:50:46Z,Biden,2589268,0.5,"MI Presidential Election Results

Biden (D): 50% (2,589,268 votes)
Trump (R): 49% (2,557,163 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/P8otcaDgvj"
MI,2020-11-04T16:50:46Z,Trump,2557163,0.49,"MI Presidential Election Results

Biden (D): 50% (2,589,268 votes)
Trump (R): 49% (2,557,163 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/P8otcaDgvj"
WI,2020-11-04T16:21:06Z,Biden,1630279,0.5,"WI Presidential Election Results

Biden (D): 50% (1,630,279 votes)
Trump (R): 49% (1,609,641 votes)

Estimated: &gt; 99% votes in

More results here: https://t.co/WSml3RdgJ2"
WI,2020-11-04T16:21:06Z,Trump,1609641,0.49,"WI Presidential Election Results

Biden (D): 50% (1,630,279 votes)
Trump (R): 49% (1,609,641 votes)

Estimated: &gt; 99% votes in

More results here: https://t.co/WSml3RdgJ2"
MI,2020-11-04T16:16:57Z,Biden,2578854,0.5,"MI Presidential Election Results

Biden (D): 50% (2,578,854 votes)
Trump (R): 49% (2,545,142 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/P8otcaDgvj"
MI,2020-11-04T16:16:57Z,Trump,2545142,0.49,"MI Presidential Election Results

Biden (D): 50% (2,578,854 votes)
Trump (R): 49% (2,545,142 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/P8otcaDgvj"
MI,2020-11-04T14:43:59Z,Biden,2511077,0.4935,"MI Presidential Election Results 

Biden (D): 49.35% ( 2,511,077 votes)
Trump (R): 49.09% ( 2,497,873 votes)

Estimated: &gt;95% votes in

More results here: https://t.co/P8otcaDgvj """
MI,2020-11-04T14:43:59Z,Trump,2497873,0.49090000000000006,"MI Presidential Election Results 

Biden (D): 49.35% ( 2,511,077 votes)
Trump (R): 49.09% ( 2,497,873 votes)

Estimated: &gt;95% votes in

More results here: https://t.co/P8otcaDgvj """
MI,2020-11-04T12:21:30Z,Trump,2345412,0.49200000000000005,"MI Presidential Election Results

Trump (R): 49.2% (2,345,412 votes)
Biden (D): 49.2% (2,343,266 votes)

Estimated:  Estimated 86.4% - 99% in

https://t.co/P8otcaDgvj"
MI,2020-11-04T12:21:30Z,Biden,2343266,0.49200000000000005,"MI Presidential Election Results

Trump (R): 49.2% (2,345,412 votes)
Biden (D): 49.2% (2,343,266 votes)

Estimated:  Estimated 86.4% - 99% in

https://t.co/P8otcaDgvj"
WI,2020-11-04T12:07:27Z,Biden,1595122,0.495,"WI Presidential Election Results (with Brown County update)

Biden (D): 49.5% (1,595,122 votes)
Trump (R): 49% (1,578,198 votes)

Estimated: &gt;95% votes in

More results here: https://t.co/AOgwtoMxNF"
WI,2020-11-04T12:07:27Z,Trump,1578198,0.49,"WI Presidential Election Results (with Brown County update)

Biden (D): 49.5% (1,595,122 votes)
Trump (R): 49% (1,578,198 votes)

Estimated: &gt;95% votes in

More results here: https://t.co/AOgwtoMxNF"
MI,2020-11-04T11:18:08Z,Trump,2269549,0.5,"MI Presidential Election Results

Trump (R): 50% (2,269,549 votes)
Biden (D): 48% (2,201,319 votes)

Estimated: 82-97% votes in

More results here: https://t.co/P8otcaDgvj"
MI,2020-11-04T11:18:08Z,Biden,2201319,0.48,"MI Presidential Election Results

Trump (R): 50% (2,269,549 votes)
Biden (D): 48% (2,201,319 votes)

Estimated: 82-97% votes in

More results here: https://t.co/P8otcaDgvj"
MI,2020-11-04T11:05:10Z,Trump,2240254,0.51,"MI Presidential Election Results

Trump (R): 51% (2,240,254 votes)
Biden (D): 47% (2,042,417 votes)

Estimated: 79-93% votes in

More results here: https://t.co/P8otcaDgvj"
MI,2020-11-04T11:05:10Z,Biden,2042417,0.47,"MI Presidential Election Results

Trump (R): 51% (2,240,254 votes)
Biden (D): 47% (2,042,417 votes)

Estimated: 79-93% votes in

More results here: https://t.co/P8otcaDgvj"
MI,2020-11-04T10:54:24Z,Trump,2223063,0.52,"MI Presidential Election Results

Trump (R): 52% (2,223,063 votes)
Biden (D): 47% (2,023,654 votes)

Estimated: 78-92% votes in

More results here: https://t.co/P8otcaDgvj"
MI,2020-11-04T10:54:24Z,Biden,2023654,0.47,"MI Presidential Election Results

Trump (R): 52% (2,223,063 votes)
Biden (D): 47% (2,023,654 votes)

Estimated: 78-92% votes in

More results here: https://t.co/P8otcaDgvj"
MI,2020-11-04T10:43:46Z,Trump,2217540,0.51,"MI Presidential Election Results

Trump (R): 51% (2,217,540 votes)
Biden (D): 47% (2,019,899 votes)

Estimated: 78-92% votes in

More results here: https://t.co/P8otcaDgvj"
MI,2020-11-04T10:43:46Z,Biden,2019899,0.47,"MI Presidential Election Results

Trump (R): 51% (2,217,540 votes)
Biden (D): 47% (2,019,899 votes)

Estimated: 78-92% votes in

More results here: https://t.co/P8otcaDgvj"
NV,2020-11-04T10:40:29Z,Biden,588252,0.49,"NV Presidential Election Results

Biden (D): 49% (588,252 votes)
Trump (R): 49% (580,605 votes)

Estimated: 87-99% votes in

More results here: https://t.co/Skqy3QUPov"
NV,2020-11-04T10:40:29Z,Trump,580605,0.49,"NV Presidential Election Results

Biden (D): 49% (588,252 votes)
Trump (R): 49% (580,605 votes)

Estimated: 87-99% votes in

More results here: https://t.co/Skqy3QUPov"
NV,2020-11-04T10:22:51Z,Biden,587775,0.49,"NV Presidential Election Results

Biden (D): 49% (587,775 votes)
Trump (R): 49% (578,498 votes)

Estimated: 87-99% votes in

More results here: https://t.co/Skqy3QUPov"
NV,2020-11-04T10:22:51Z,Trump,578498,0.49,"NV Presidential Election Results

Biden (D): 49% (587,775 votes)
Trump (R): 49% (578,498 votes)

Estimated: 87-99% votes in

More results here: https://t.co/Skqy3QUPov"
AZ,2020-11-04T10:09:48Z,Biden,1410977,0.51,"AZ Presidential Election Results

Biden (D): 51% (1,410,977 votes)
Trump (R): 48% (1,317,468 votes)

Estimated: 85-99% votes in

More results here: https://t.co/7CxbLsQ3gY"
AZ,2020-11-04T10:09:48Z,Trump,1317468,0.48,"AZ Presidential Election Results

Biden (D): 51% (1,410,977 votes)
Trump (R): 48% (1,317,468 votes)

Estimated: 85-99% votes in

More results here: https://t.co/7CxbLsQ3gY"
MI,2020-11-04T10:04:15Z,Trump,2200902,0.5,"MI Presidential Election Results

Trump (R): 50% (2,200,902 votes)
Biden (D): 48% (2,130,695 votes)

Estimated: 80-94% votes in

More results here: https://t.co/P8otcaDgvj"
MI,2020-11-04T10:04:15Z,Biden,2130695,0.48,"MI Presidential Election Results

Trump (R): 50% (2,200,902 votes)
Biden (D): 48% (2,130,695 votes)

Estimated: 80-94% votes in

More results here: https://t.co/P8otcaDgvj"
MI,2020-11-04T09:59:25Z,Trump,2193771,0.5,"MI Presidential Election Results

Trump (R): 50% (2,193,771 votes)
Biden (D): 48% (2,119,618 votes)

Estimated: 80-93% votes in

More results here: https://t.co/P8otcaDgvj"
MI,2020-11-04T09:59:25Z,Biden,2119618,0.48,"MI Presidential Election Results

Trump (R): 50% (2,193,771 votes)
Biden (D): 48% (2,119,618 votes)

Estimated: 80-93% votes in

More results here: https://t.co/P8otcaDgvj"
AZ,2020-11-04T09:40:56Z,Biden,1408971,0.51,"AZ Presidential Election Results

Biden (D): 51% (1,408,971 votes)
Trump (R): 47% (1,303,864 votes)

Estimated: 84-99% votes in

More results here: https://t.co/7CxbLsQ3gY"
AZ,2020-11-04T09:40:56Z,Trump,1303864,0.47,"AZ Presidential Election Results

Biden (D): 51% (1,408,971 votes)
Trump (R): 47% (1,303,864 votes)

Estimated: 84-99% votes in

More results here: https://t.co/7CxbLsQ3gY"
MI,2020-11-04T09:39:57Z,Trump,2174533,0.52,"MI Presidential Election Results

Trump (R): 52% (2,174,533 votes)
Biden (D): 47% (1,953,819 votes)

Estimated: 76-89% votes in

More results here: https://t.co/P8otcaDgvj"
